"","Year","Region","SiteCode","TidalHeight","Transect","LongestBladeLengthMean","LongestBladeLengthSe","LongestBladeWidthMean","SheathLengthMean","SheathLengthSe","EpiphyteBladeAreaMean","EpiphyteDryMassMean","EpiphytePerAreaMean","EpiphytePerAreaSe","DensityShootsMean","DensityShootsSd","DensityShootsSe","PercentSeagrassMean","PercentBareMean","PercentOtherMean","PrevalenceMean","SeverityMean","LesionAreaMean","CountBlades","Percent","CountBrokenTip","BladeAreaMean","Meadow","TempAnomTot_January","TempAnomTot_February","TempAnomTot_March","TempAnomTot_April","TempAnomTot_May","TempAnomTot_June","TempAnomTot_July","TempAnomTot_August","TempAnomTot_September","TempAnomWarm_January","TempAnomWarm_February","TempAnomWarm_March","TempAnomWarm_April","TempAnomWarm_May","TempAnomWarm_June","TempAnomWarm_July","TempAnomWarm_August","TempAnomWarm_September","TempAnomCold_January","TempAnomCold_February","TempAnomCold_March","TempAnomCold_April","TempAnomCold_May","TempAnomCold_June","TempAnomCold_July","TempAnomCold_August","TempAnomCold_September","year","region","site_unique_code","epifauna_per_g_transect_all","epifauna_per_g_transect_large","ampithoid_per_g_transect_all","ampithoid_per_g_transect_large","lacuna_per_g_transect_all","lacuna_per_g_transect_large","idoteid_per_g_transect_all","idoteid_per_g_transect_large","epifauna_log_per_g_transect_all","epifauna_log_per_g_transect_large","ampithoid_log_per_g_transect_all","ampithoid_log_per_g_transect_large","lacuna_log_per_g_transect_all","lacuna_log_per_g_transect_large","idoteid_log_per_g_transect_all","idoteid_log_per_g_transect_large","richness_site_all","richness_site_large","GrazingScarsMeanTransect","Salinity","TransectBeginDecimalLatitude","TransectBeginDecimalLongitude","TransectEndDecimalLatitude","TransectEndDecimalLongitude","CanopyHeight","Structure","StructureLog","EpiphytePerAreaMeanMg","DensityLog","Seagrass.WetMass.g","Macroalgae.WetMass.g","macrophyte_wet_mass_g","richness_sample_all","richness_sample_large","richness_site_all","richness_site_large","epifauna_abundance_total","epifauna_abundance_large","mollusca_abundance_all","mollusca_abundance_large","crustacea_abundance_all","crustacea_abundance_large","amphipod_abundance_all","amphipod_abundance_large","gastropod_abundance_all","gastropod_abundance_large","isopod_abundance_all","isopod_abundance_large","ampithoid_abundance_all","ampithoid_abundance_large","idoteid_abundance_all","idoteid_abundance_large","lacuna_abundance_all","lacuna_abundance_large","region","site","year","site.unique.no.year","simpsons","shannon","simpsons.sqrt","shannon.sqrt","abundance","richness"
"WA.B.U1.2019",2019,"WA","B","U",1,824,74.8445054763541,7.9,176,20.7677634809336,48.16591670792,0.35008,0.00903138317384562,0.00777849321876483,42,39.5305788809963,9.88264472024906,0.225,0,1,0.75,0.0483024240733599,1.60663204454,20,1,7,44.92176979934,"WA_B",18.1213282828283,1.85455555555554,-0.152242424242457,5.99981818181816,9.78650505050498,17.3295757575755,4.0824848484851,10.2951212121215,1.7886060606061,18.1213282828283,3.22999999999999,3.6051414141414,6.57531313131311,10.7451111111111,17.4220909090907,9.2019191919192,11.0467878787882,7.0392727272727,0,-1.37544444444445,-3.75738383838386,-0.575494949494949,-0.95860606060609,-0.0925151515151992,-5.1194343434341,-0.751666666666701,-5.2506666666666,2019,"WA","WA.B.2019",0.36945316416641,0.30288842501872,0.0133883954164644,0.0133883954164644,0.0996584897542188,0.0965000098674187,0,0,-0.421222532149497,-0.504983348299679,-1.63122565657342,-1.63122565657342,-0.961039398922781,-0.973050797736666,-2,-2,31,28,0.2,36.5,48.482656,-123.074413,NA,NA,1000,420,2.6232492903979,9.03138317384562,1.6232492903979,453.128,0.2159,453.3439,27,27,75,75,162,162,2,2,132,132,36,36,2,2,95,95,2,2,93,93,2,2,"BB","A","2019","BB.A",0.631992074378906,1.50210126517853,0.864720025538579,2.28342747116554,162,13
"WA.B.U2.2019",2019,"WA","B","U",2,848.4,84.9291469402584,8.1,138.8,12.6388290596875,38.1237300212,0.05124,0.0013227598717053,0.00036995101326698,47,11.0151410945722,2.75378527364305,0.6125,0,0.7125,0.55,0.0536257738245977,1.0666604464,20,1,8,42.451027332,"WA_B",18.1213282828283,1.85455555555554,-0.152242424242457,5.99981818181816,9.78650505050498,17.3295757575755,4.0824848484851,10.2951212121215,1.7886060606061,18.1213282828283,3.22999999999999,3.6051414141414,6.57531313131311,10.7451111111111,17.4220909090907,9.2019191919192,11.0467878787882,7.0392727272727,0,-1.37544444444445,-3.75738383838386,-0.575494949494949,-0.95860606060609,-0.0925151515151992,-5.1194343434341,-0.751666666666701,-5.2506666666666,2019,"WA","WA.B.2019",0.848527967511327,0.727047929088802,0.0401469384863859,0.0401469384863859,0.374777699859429,0.374777699859429,0.00440303633385582,0.00440303633385582,-0.0805822810988488,-0.155329009686318,-1.31412517588287,-1.31412517588287,-0.780946350157858,-0.780946350157858,-1.8628509450431,-1.8628509450431,31,28,0,36.5,48.482796,-123.074281,NA,NA,987.2,463.984,2.66650300462488,1.3227598717053,1.67209785793572,116.16,2.69,118.85,34,34,68,68,1129,1129,1,1,1101,1101,1018,1018,1,1,63,63,1,1,57,57,1,1,"BB","A","2020","BB.A",0.548880370028108,1.25084480022015,0.851199410878438,2.36566384113172,1117,20
"WA.B.U3.2019",2019,"WA","B","U",3,763.4,113.274268922823,7.8,174.8,28.3238415473608,49.6796306292,1.06166,0.0471552724560523,0.0304226342851437,94,19.1833260932509,4.79583152331272,0.85,0,0.2875,0.45,0.062647878498136,1.72947747962,20,1,8,56.59842234852,"WA_B",18.1213282828283,1.85455555555554,-0.152242424242457,5.99981818181816,9.78650505050498,17.3295757575755,4.0824848484851,10.2951212121215,1.7886060606061,18.1213282828283,3.22999999999999,3.6051414141414,6.57531313131311,10.7451111111111,17.4220909090907,9.2019191919192,11.0467878787882,7.0392727272727,0,-1.37544444444445,-3.75738383838386,-0.575494949494949,-0.95860606060609,-0.0925151515151992,-5.1194343434341,-0.751666666666701,-5.2506666666666,2019,"WA","WA.B.2019",0.913294255042659,0.793170139503405,0.0105293083297358,0.0105293083297358,0.0563147019857074,0.0563147019857074,0.00526465416486791,0.00526465416486791,-0.219691650762996,-0.279193049237184,-1.75390894575475,-1.75390894575475,-1.18811874376846,-1.18811874376846,-1.84381284128254,-1.84381284128254,31,28,0.6,36.5,48.483866,-123.073905,NA,NA,938.2,881.908,2.94542328221084,47.1552724560523,1.9731278535997,43.01,45.99,89,31,31,78,78,359,359,1,1,318,318,232,232,1,1,3,3,7,7,2,2,1,1,"BB","A","2021","BB.A",0.773465582225749,1.81356950146993,0.899279648757433,2.62189081259106,355,21
"WA.C.L4.2019",2019,"WA","C","L",4,778.5,103.051120000383,6.875,176.5,18.3793362230522,35.65439879625,0.03555,0.00107131403424293,0.0001854447966475,27,19.9666388424959,4.99165971062398,NA,NA,NA,1,0.260066608861008,9.08990980731579,19,0.95,16,34.3279915978421,"WA_C",13.7894848484848,2.0461111111111,-2.50156565656567,10.0513333333333,12.8381818181816,23.0948686868685,5.60798989899,13.0040202020205,-0.2372222222224,14.2051111111111,3.98855555555555,3.05589898989899,10.6492424242424,13.7955959595959,23.2526767676766,14.7167373737373,13.7660202020204,7.3448080808081,-0.415626262626261,-1.94244444444445,-5.55746464646466,-0.597909090909091,-0.957414141414301,-0.157808080808099,-9.1087474747473,-0.761999999999899,-7.5820303030305,2019,"WA","WA.C.2019",5.91284418799555,5.2421785221586,0.0909343950784743,0.082930296980248,4.67478532349533,4.06159300234496,0,0,0.765429310111333,0.716842547960489,-0.998504982691692,-1.04101304869053,0.668965655577657,0.609762621153391,-2,-2,25,21,0.8,NA,48.692011,-122.952169,NA,NA,955,257.85,2.41136713574273,1.07131403424293,1.43136376415899,349.262,84.337,433.599,24,24,50,50,146,146,12,12,122,122,68,68,12,12,38,38,19,19,37,37,7,7,"BB","A","2019","BB.A",0.841058359917433,2.12520716573678,0.906806742866187,2.51998167154803,146,15
"WA.C.L5.2019",2019,"WA","C","L",5,745.6,35.8156390421838,7.4,175.6,20.2746146695813,35.6291726294,0.0426999999999999,0.00125091407325964,0.00034900900190365,30,8.32666399786453,2.08166599946613,NA,NA,NA,1,0.258105506848784,10.3236997221,20,1,13,39.59115971285,"WA_C",13.7894848484848,2.0461111111111,-2.50156565656567,10.0513333333333,12.8381818181816,23.0948686868685,5.60798989899,13.0040202020205,-0.2372222222224,14.2051111111111,3.98855555555555,3.05589898989899,10.6492424242424,13.7955959595959,23.2526767676766,14.7167373737373,13.7660202020204,7.3448080808081,-0.415626262626261,-1.94244444444445,-5.55746464646466,-0.597909090909091,-0.957414141414301,-0.157808080808099,-9.1087474747473,-0.761999999999899,-7.5820303030305,2019,"WA","WA.C.2019",8.10159337015738,7.58686390773239,0.0316455696202532,0.0316455696202532,6.34160684098651,5.98930540091325,0.0158227848101266,0.0158227848101266,0.890744039353551,0.859409776449245,-1.5674742637815,-1.5674742637815,0.779132559112423,0.75375653988416,-1.69021559667023,-1.69021559667023,25,21,0.8,NA,48.69188,-122.952466,NA,NA,921.2,276.36,2.44147518401186,1.25091407325964,1.47712125471966,182.26,0,182.26,32,32,68,68,1294,1294,3,3,1250,1250,1157,1157,3,3,75,75,1,1,69,69,3,3,"BB","A","2020","BB.A",0.349392474840112,0.897979362644142,0.814004386958342,2.20240451578756,1284,16
"WA.C.L6.2019",2019,"WA","C","L",6,998.2,107.79953617711,7.8,216.6,19.6331352564994,55.9827893234,0.06168,0.00115572352186839,0.00014430914837738,41,3.82970843102535,0.957427107756338,NA,NA,NA,0.95,0.145285746884814,5.94639771849,20,1,14,41.27390172519,"WA_C",13.7894848484848,2.0461111111111,-2.50156565656567,10.0513333333333,12.8381818181816,23.0948686868685,5.60798989899,13.0040202020205,-0.2372222222224,14.2051111111111,3.98855555555555,3.05589898989899,10.6492424242424,13.7955959595959,23.2526767676766,14.7167373737373,13.7660202020204,7.3448080808081,-0.415626262626261,-1.94244444444445,-5.55746464646466,-0.597909090909091,-0.957414141414301,-0.157808080808099,-9.1087474747473,-0.761999999999899,-7.5820303030305,2019,"WA","WA.C.2019",5.91095719731405,5.41556750400682,0.0462534690101758,0.0462534690101758,4.50951798290771,4.29489185989499,0,0,0.76575782207638,0.727429274020237,-1.49462336953835,-1.49462336953835,0.654949444139161,0.633531242954346,-2,-2,25,21,1,NA,48.691775,-122.952737,NA,NA,1214.8,498.068,2.69728863996596,1.15572352186839,1.61278385671974,52.924,35.869,88.793,28,28,78,78,318,318,0,0,234,234,71,71,0,0,1,1,1,1,0,0,0,0,"BB","A","2021","BB.A",0.736579938551991,1.80696902939695,0.895615868249144,2.5370034060319,313,18
"WA.C.U1.2019",2019,"WA","C","U",1,614,57.5195618898475,5.4,111,13.996428115773,25.564499561,0.07504,0.00336281492505596,0.00048034631842765,18,6.92820323027551,1.73205080756888,NA,NA,NA,1,0.51632556472543,14.63230482055,20,1,20,28.4819422411,"WA_C",13.7894848484848,2.0461111111111,-2.50156565656567,10.0513333333333,12.8381818181816,23.0948686868685,5.60798989899,13.0040202020205,-0.2372222222224,14.2051111111111,3.98855555555555,3.05589898989899,10.6492424242424,13.7955959595959,23.2526767676766,14.7167373737373,13.7660202020204,7.3448080808081,-0.415626262626261,-1.94244444444445,-5.55746464646466,-0.597909090909091,-0.957414141414301,-0.157808080808099,-9.1087474747473,-0.761999999999899,-7.5820303030305,2019,"WA","WA.C.2019",8.68264403239539,8.3554978128325,0.0194840620372535,0.0194840620372535,7.52761240685157,7.24815563361421,0,0,0.939050741020002,0.922436710707186,-1.65504326655016,-1.65504326655016,0.876552474373642,0.86006788575192,-2,-2,25,21,1,NA,48.691983,-122.952152,48.691878,-122.95237,725,130.5,2.1156105116743,3.36281492505596,1.25527250510331,73.475,10.542,84.017,10,10,50,50,42,42,0,0,39,39,10,10,0,0,26,26,5,5,26,26,0,0,"BB","A","2019","BB.A",0.571088637715645,1.30317877063179,0.815213657258885,1.89292775844102,41,8
"WA.C.U2.2019",2019,"WA","C","U",2,534,72.4292758489273,5.9,119.8,18.3586491877807,28.040371038,0.0759999999999999,0.00296346302586582,0.00044205113423133,19,6,1.5,NA,NA,NA,1,0.354576379163681,9.91789585145,20,1,17,27.4593089386,"WA_C",13.7894848484848,2.0461111111111,-2.50156565656567,10.0513333333333,12.8381818181816,23.0948686868685,5.60798989899,13.0040202020205,-0.2372222222224,14.2051111111111,3.98855555555555,3.05589898989899,10.6492424242424,13.7955959595959,23.2526767676766,14.7167373737373,13.7660202020204,7.3448080808081,-0.415626262626261,-1.94244444444445,-5.55746464646466,-0.597909090909091,-0.957414141414301,-0.157808080808099,-9.1087474747473,-0.761999999999899,-7.5820303030305,2019,"WA","WA.C.2019",10.1090624591564,9.11650156958672,0.0934125471733363,0.0934125471733363,7.85999765839947,7.11030939148051,0,0,1.00219162904946,0.958194969568529,-1.352959765855,-1.352959765855,0.8919212351657,0.847859154692019,-2,-2,25,21,1,NA,48.691851,-122.952432,48.691772,-122.952669,653.8,124.222,2.09419851719718,2.96346302586582,1.27875360095283,28.46,13.08,41.54,25,25,68,68,222,222,0,0,210,210,172,172,0,0,25,25,79,79,22,22,0,0,"BB","A","2020","BB.A",0.794495529741553,1.92603612520204,0.897303414184541,2.49388999051261,217,16
"WA.C.U3.2019",2019,"WA","C","U",3,721.6,70.2079767547819,5.9,176.6,19.1222383627022,31.8589714812,0.03722,0.0015564606592515,0.00067312634580918,29,11.9443152447793,2.98607881119482,NA,NA,NA,1,0.286366075617138,10.56960452595,20,1,12,35.05797124245,"WA_C",13.7894848484848,2.0461111111111,-2.50156565656567,10.0513333333333,12.8381818181816,23.0948686868685,5.60798989899,13.0040202020205,-0.2372222222224,14.2051111111111,3.98855555555555,3.05589898989899,10.6492424242424,13.7955959595959,23.2526767676766,14.7167373737373,13.7660202020204,7.3448080808081,-0.415626262626261,-1.94244444444445,-5.55746464646466,-0.597909090909091,-0.957414141414301,-0.157808080808099,-9.1087474747473,-0.761999999999899,-7.5820303030305,2019,"WA","WA.C.2019",7.95486566829119,7.47931533986633,0.0370617448669483,0.0370617448669483,7.38509788898759,6.94660930542968,0,0,0.883163554361862,0.858473462337422,-1.5375413597859,-1.5375413597859,0.847442723591852,0.824046672085049,-2,-2,25,21,0.8,NA,48.691751,-122.952724,NA,NA,898.2,260.478,2.41577104862565,1.5564606592515,1.46239799789896,32.184,119.213,151.397,34,34,78,78,2743,2743,4,4,2538,2538,293,293,4,4,0,0,28,28,0,0,4,4,"BB","A","2021","BB.A",0.350176097644122,0.888192862570084,0.823850105357629,2.34147441369932,2735,22
"WA.D.L4.2019",2019,"WA","D","L",4,725.6,142.407724509593,5.6,145.4,27.0603030286063,31.8016965948,0.0941,0.0036908426230378,0.0011810230188164,92,33.466401061363,8.36660026534076,0.7,0.275,0.0375,0.894736842105263,0.0938591186763883,3.55883055711579,19,0.95,14,37.7416582264737,"WA_D",15.4451767676767,2.52536363636362,-3.32227272727276,8.57768686868688,10.2832424242423,23.9799797979795,4.543606060606,14.0614343434343,2.0841111111109,15.8217323232323,4.28724242424242,2.05093939393938,9.39048484848484,11.5720909090907,24.1980404040401,14.0548989898991,14.9485454545454,8.8133838383838,-0.37655555555557,-1.7618787878788,-5.37321212121214,-0.812797979797958,-1.2888484848484,-0.218060606060602,-9.5112929292931,-0.887111111111098,-6.7292727272729,2019,"WA","WA.D.2019",2.23992059026227,1.97505289003698,0.0128607438654252,0.0128607438654252,1.21702709961386,1.10529024751206,0.01647935137273,0.01647935137273,0.320792754957806,0.266446611578358,-1.72353523094096,-1.72353523094096,0.0499714638099492,0.0157259286707111,-1.68347442090512,-1.68347442090512,24,21,1,28,48.704823,-123.05377,48.704737,-123.054007,871,801.32,2.90380598235322,3.6908426230378,1.96378782734556,78.185,12.237,90.422,15,15,50,50,46,46,2,2,40,40,19,19,2,2,19,19,14,14,17,17,2,2,"BB","A","2019","BB.A",0.749527410207939,1.64688775657848,0.84282277252809,1.96146932926662,46,8
"WA.D.L5.2019",2019,"WA","D","L",5,762.2,70.1857535401594,5.8,130,23.8012604708238,36.5170811044,0.0774,0.00225876332151666,0.00049209543858944,95,29.0975371237269,7.27438428093173,0.5125,0.225,0.3,0.666666666666667,0.0548252908254697,1.26208573331429,21,1.05,14,31.9851933717143,"WA_D",15.4451767676767,2.52536363636362,-3.32227272727276,8.57768686868688,10.2832424242423,23.9799797979795,4.543606060606,14.0614343434343,2.0841111111109,15.8217323232323,4.28724242424242,2.05093939393938,9.39048484848484,11.5720909090907,24.1980404040401,14.0548989898991,14.9485454545454,8.8133838383838,-0.37655555555557,-1.7618787878788,-5.37321212121214,-0.812797979797958,-1.2888484848484,-0.218060606060602,-9.5112929292931,-0.887111111111098,-6.7292727272729,2019,"WA","WA.D.2019",1.80949771322146,1.6363713907563,0.125391483093869,0.118742193238026,0.922439498524106,0.826436111144647,0.00332464492792169,0.00332464492792169,0.225979952094026,0.189910941475596,-0.958354595436416,-1.01657658306819,-0.0505112524991228,-0.0896706097743307,-1.88930214288862,-1.88930214288862,24,21,1,29,48.70471,-123.054053,48.704601,-123.05429,892.2,847.59,2.92818582419445,2.25876332151666,1.97772360528885,56.65,17.44,74.09,24,24,68,68,160,160,2,2,143,143,125,125,2,2,15,15,60,60,14,14,2,2,"BB","A","2020","BB.A",0.796796875,1.99378459387663,0.905429518747226,2.57518839792651,160,17
"WA.D.L6.2019",2019,"WA","D","L",6,762.4,47.4021096576935,6,154.8,11.8380741677014,27.47269955344,0.11642,0.0050005031306575,0.00142861023545489,103,32.2283519073915,8.05708797684788,0.45,0.1,0.5,0.95,0.0396872182650606,1.41474183888,20,1,10,35.08060414188,"WA_D",15.4451767676767,2.52536363636362,-3.32227272727276,8.57768686868688,10.2832424242423,23.9799797979795,4.543606060606,14.0614343434343,2.0841111111109,15.8217323232323,4.28724242424242,2.05093939393938,9.39048484848484,11.5720909090907,24.1980404040401,14.0548989898991,14.9485454545454,8.8133838383838,-0.37655555555557,-1.7618787878788,-5.37321212121214,-0.812797979797958,-1.2888484848484,-0.218060606060602,-9.5112929292931,-0.887111111111098,-6.7292727272729,2019,"WA","WA.D.2019",7.85615792147471,6.71311415922781,0.0362871035633936,0.0362871035633936,4.75361056680456,4.06415559910008,0.0362871035633936,0.0362871035633936,0.895762661084227,0.827570485686044,-1.33453999454213,-1.33453999454213,0.677936249955799,0.610037611443752,-1.33453999454213,-1.33453999454213,24,21,1,29,48.704541,-123.054377,48.704459,-123.054622,917.2,944.716,2.97530127076307,5.0005031306575,2.01283722470517,11.333,107.288,118.621,28,28,78,78,1479,1479,1,1,1384,1384,489,489,1,1,3,3,16,16,0,0,1,1,"BB","A","2021","BB.A",0.557852658671814,1.12767105484094,0.822856849386613,2.19603806100634,1449,18
"WA.D.U1.2019",2019,"WA","D","U",1,639.6,51.885065288578,6,132.6,6.38435587980495,26.90750178576,0.0520600000000001,0.00203932959170865,0.00037340945711887,83,21.007935008785,5.25198375219624,0.75,0.1,0.3,0.928571428571429,0.100654415705619,2.4466306533,14,0.7,7,25.0127921855143,"WA_D",15.4451767676767,2.52536363636362,-3.32227272727276,8.57768686868688,10.2832424242423,23.9799797979795,4.543606060606,14.0614343434343,2.0841111111109,15.8217323232323,4.28724242424242,2.05093939393938,9.39048484848484,11.5720909090907,24.1980404040401,14.0548989898991,14.9485454545454,8.8133838383838,-0.37655555555557,-1.7618787878788,-5.37321212121214,-0.812797979797958,-1.2888484848484,-0.218060606060602,-9.5112929292931,-0.887111111111098,-6.7292727272729,2019,"WA","WA.D.2019",2.48390233089196,2.09892809884375,0.0344307294268624,0.0344307294268624,1.86224590974004,1.6139113661782,0.0271112918530568,0.0271112918530568,0.396135037626633,0.322501937895806,-1.35829108593416,-1.35829108593416,0.271742375014338,0.210545375974555,-1.59615611326878,-1.59615611326878,24,21,0.6,27,48.704809,-123.053744,48.704719,-123.053966,772.2,640.926,2.8068078896641,2.03932959170865,1.91907809237607,35.381,0.01,35.391,13,13,50,50,36,36,2,2,32,32,6,6,2,2,25,25,1,1,24,24,2,2,"BB","A","2019","BB.A",0.515918367346939,1.25728591829769,0.824987242539998,1.99467123393767,35,9
"WA.D.U2.2019",2019,"WA","D","U",2,565.2,42.4763463588854,5.4,106.4,19.6407739155055,19.30164512588,0.0201200000000001,0.00101315911852625,0.00022770432929116,89,11.0151410945722,2.75378527364305,0.6,0.4,0.1,0.9,0.0624636752647217,1.64294679645,20,1,9,25.24920353745,"WA_D",15.4451767676767,2.52536363636362,-3.32227272727276,8.57768686868688,10.2832424242423,23.9799797979795,4.543606060606,14.0614343434343,2.0841111111109,15.8217323232323,4.28724242424242,2.05093939393938,9.39048484848484,11.5720909090907,24.1980404040401,14.0548989898991,14.9485454545454,8.8133838383838,-0.37655555555557,-1.7618787878788,-5.37321212121214,-0.812797979797958,-1.2888484848484,-0.218060606060602,-9.5112929292931,-0.887111111111098,-6.7292727272729,2019,"WA","WA.D.2019",3.05367634074225,2.51234163638554,0,0,2.68228763132493,2.19131090140975,0,0,0.480717712396669,0.3946491058175,-2,-2,0.427688859351726,0.339033029741197,-2,-2,24,21,0.8,29,48.704672,-123.054033,48.704603,-123.054281,671.6,597.724,2.77650069411092,1.01315911852625,1.94939000664491,25.55,0,25.55,17,17,68,68,35,35,0,0,31,31,26,26,0,0,4,4,3,3,4,4,0,0,"BB","A","2020","BB.A",0.850612244897959,2.16432384308836,0.902062949571634,2.40487791488533,35,12
"WA.D.U3.2019",2019,"WA","D","U",3,582.8,54.9266783994809,5.6,282.4,94.8428173347882,25.7389011728,0.07264,0.00314663339016409,0.0011214786731942,76,21.9089023002066,5.47722557505166,0.7375,0.25,0.1,0.947368421052632,0.113864082083926,2.37955960692632,19,0.95,8,22.9075738336,"WA_D",15.4451767676767,2.52536363636362,-3.32227272727276,8.57768686868688,10.2832424242423,23.9799797979795,4.543606060606,14.0614343434343,2.0841111111109,15.8217323232323,4.28724242424242,2.05093939393938,9.39048484848484,11.5720909090907,24.1980404040401,14.0548989898991,14.9485454545454,8.8133838383838,-0.37655555555557,-1.7618787878788,-5.37321212121214,-0.812797979797958,-1.2888484848484,-0.218060606060602,-9.5112929292931,-0.887111111111098,-6.7292727272729,2019,"WA","WA.D.2019",3.05662152834412,2.84293491628432,0.0866786126759085,0.0866786126759085,2.22735494058277,2.04777780405128,0,0,0.46573811710039,0.434351811727482,-1.04889741337643,-1.04889741337643,0.340318581643064,0.305318330126217,-2,-2,24,21,0.8,29,48.704552,-123.054347,48.704437,-123.054584,865.2,657.552,2.81793010304784,3.14663339016409,1.88081359228079,10.417,55.758,66.175,16,16,78,78,291,291,0,0,242,242,58,58,0,0,5,5,9,9,1,1,0,0,"BB","A","2021","BB.A",0.640580801029514,1.46866535004539,0.850806709497127,2.16361551787837,287,12
"WA.E.L4.2019",2019,"WA","E","L",4,1309.2,105.307834466387,10.7,273.6,14.9485785277397,93.2191953452,0.08274,0.00090607121114759,0.00012501478421837,27,29.6423121005543,7.41057802513857,0.1875,0.625,0.2125,0.3,0.0224258505305965,0.6972432384,20,1,0,98.7407257481,"WA_E",16.6019696969697,-0.24243434343434,-3.49193939393942,9.19339393939395,11.8248585858588,20.0878585858586,5.9359292929292,10.3998787878787,0.324191919191799,16.6114949494949,2.70723232323233,2.13383838383839,9.24272727272728,12.5669292929295,20.2823737373737,12.7411616161616,11.5240909090909,5.9363636363636,-0.00952525252525937,-2.94966666666667,-5.62577777777781,-0.0493333333333297,-0.742070707070699,-0.1945151515151,-6.8052323232324,-1.1242121212122,-5.6121717171718,2019,"WA","WA.E.2019",2.3992815231318,1.97227802177096,0.0161238310222509,0.0161238310222509,0.48893013331543,0.44091447935658,0.122429907477581,0.111799299832048,0.369048253141778,0.284448166213531,-1.68709865979816,-1.68709865979816,-0.302357843236588,-0.345938967913511,-1.0133242249067,-1.03512183164673,16,14,0.4,34,48.563311,-122.935871,48.563385,-122.935625,1582.8,427.356,2.63078980575298,0.90607121114759,1.43136376415899,169.574,0,169.574,15,15,42,42,113,113,4,4,101,101,98,98,4,4,3,3,1,1,3,3,2,2,"BB","B","2019","BB.B",0.276785714285714,0.729803158326648,0.758680764272391,1.86672773969667,112,10
"WA.E.L5.2019",2019,"WA","E","L",5,1220.2,120.722574525231,10,255,7.92464510246358,88.53484762392,0.14344,0.00186887053701646,0.00053520257456427,25,10.5198225587063,2.62995563967658,0.4,0.55,0.05,0.75,0.0093429038880495,0.74652972764,20,1,1,97.77485492214,"WA_E",16.6019696969697,-0.24243434343434,-3.49193939393942,9.19339393939395,11.8248585858588,20.0878585858586,5.9359292929292,10.3998787878787,0.324191919191799,16.6114949494949,2.70723232323233,2.13383838383839,9.24272727272728,12.5669292929295,20.2823737373737,12.7411616161616,11.5240909090909,5.9363636363636,-0.00952525252525937,-2.94966666666667,-5.62577777777781,-0.0493333333333297,-0.742070707070699,-0.1945151515151,-6.8052323232324,-1.1242121212122,-5.6121717171718,2019,"WA","WA.E.2019",1.81218528512882,1.66083756016035,0.0654329413426054,0.0654329413426054,0.525013170974765,0.500466089938804,0.160872194188046,0.136325113152084,0.244220897221553,0.207476692330009,-1.21070814319159,-1.21070814319159,-0.277628990052969,-0.298221558082483,-0.828131383733054,-0.915887028654857,16,14,1,33,48.563396,-122.935541,48.563445,-122.935292,1475.2,368.8,2.56679091238159,1.86887053701646,1.39794000867204,84.69,0,84.69,22,22,70,70,81,81,2,2,43,43,26,26,2,2,11,11,0,0,1,1,0,0,"BB","B","2020","BB.B",0.84505688190995,2.15468217477908,0.904518885662566,2.45253081841177,79,13
"WA.E.L6.2019",2019,"WA","E","L",6,1122.5,80.5468807589717,8.75,213.75,17.4523159876657,82.97642899,0.10414,0.00131191949580368,0.00020666337724821,42,10.5830052442584,2.64575131106459,0.575,0.425,0,0.65,0.0413283456501282,2.2988163861,20,1,5,91.4188933062,"WA_E",16.6019696969697,-0.24243434343434,-3.49193939393942,9.19339393939395,11.8248585858588,20.0878585858586,5.9359292929292,10.3998787878787,0.324191919191799,16.6114949494949,2.70723232323233,2.13383838383839,9.24272727272728,12.5669292929295,20.2823737373737,12.7411616161616,11.5240909090909,5.9363636363636,-0.00952525252525937,-2.94966666666667,-5.62577777777781,-0.0493333333333297,-0.742070707070699,-0.1945151515151,-6.8052323232324,-1.1242121212122,-5.6121717171718,2019,"WA","WA.E.2019",2.97012723505015,2.32427378190699,0.121402616091441,0.0669729482938468,0.566470089446225,0.471430998091065,0.137843220365606,0.124448630706836,0.442805592346022,0.355256496763639,-0.976252447520298,-1.13537317153103,-0.260827676217684,-0.325367857082759,-0.836728335483911,-0.876651486172207,16,14,0.8,34,48.563442,-122.93523,48.5635,-122.934959,1336.25,561.225,2.74913700861473,1.31191949580368,1.6232492903979,62.807,22.646,85.453,18,18,60,60,45,45,0,0,35,35,24,24,0,0,3,3,1,1,0,0,0,0,"BB","B","2021","BB.B",0.875,2.3320335388262,0.918970397489905,2.60941279760641,44,15
